PER,Games,Minutes,Points,Rebounds,Assists,Steals,Blocks,Fgm,Fga,Fta,Fgp,Tpm,Tpa,Tpp,Ftm,Ftp
7.7,37,871.0,323,60,73.0,24.0,3.0,111,281,89,0.395,32,98,0.327,69,0.775
12.9,34,628.0,171,133,7.0,11.0,18.0,71,117,68,0.607,0,1,0.0,29,0.426
12.4,33,1106.0,507,192,139.0,99.0,22.0,151,374,215,0.404,38,131,0.29,167,0.777
12.1,32,1114.0,580,146,197.0,62.0,14.0,191,420,200,0.455,55,153,0.359,143,0.715
11.4,28,630.0,149,74,81.0,23.0,12.0,53,119,33,0.445,16,49,0.327,27,0.818
11.2,34,978.0,576,252,68.0,37.0,35.0,183,427,164,0.429,79,188,0.42,131,0.799
16.4,33,880.0,386,225,29.0,14.0,40.0,145,295,117,0.492,19,71,0.268,77,0.658
5.4,35,639.0,247,90,22.0,33.0,7.0,78,182,73,0.429,38,112,0.339,53,0.726
11.4,30,754.0,277,191,53.0,38.0,21.0,100,211,90,0.474,24,81,0.296,53,0.589
17.8,25,648.0,313,88,73.0,30.0,11.0,106,227,100,0.467,20,46,0.435,81,0.81
10.4,33,918.0,419,183,55.0,27.0,21.0,148,345,146,0.429,11,32,0.344,112,0.767
14.5,32,1031.0,543,281,27.0,17.0,66.0,192,337,199,0.57,5,20,0.25,154,0.774
11.6,31,1104.0,521,175,85.0,40.0,16.0,171,419,122,0.408,81,243,0.333,98,0.803
10.5,30,868.0,431,160,136.0,57.0,10.0,155,308,114,0.503,35,104,0.337,86,0.754
7.4,21,201.0,73,26,12.0,3.0,1.0,24,64,19,0.375,13,46,0.283,12,0.632
13.8,35,771.0,308,175,12.0,31.0,21.0,126,214,102,0.589,3,19,0.158,53,0.52
19.7,29,966.0,488,213,62.0,39.0,33.0,165,365,139,0.452,40,117,0.342,118,0.849
16.8,34,1070.0,530,291,25.0,20.0,34.0,196,362,137,0.541,38,88,0.432,100,0.73
14.1,26,539.0,119,83,38.0,19.0,10.0,39,94,44,0.415,14,43,0.326,27,0.614
13.1,29,986.0,668,98,42.0,25.0,6.0,203,500,220,0.406,68,209,0.325,194,0.882
7.6,27,622.0,253,136,23.0,22.0,37.0,84,191,85,0.44,22,74,0.297,63,0.741
10.5,34,819.0,211,109,55.0,39.0,32.0,71,179,49,0.397,34,93,0.366,35,0.714
15.8,35,305.0,99,92,10.0,9.0,23.0,39,60,32,0.65,0,0,0.0,21,0.656
15.4,33,873.0,475,186,61.0,21.0,28.0,201,302,87,0.666,11,21,0.524,62,0.713
10.6,24,109.0,16,20,4.0,4.0,1.0,5,13,9,0.385,0,0,0.0,6,0.667
24.4,39,822.0,401,261,44.0,18.0,88.0,145,256,134,0.566,2,8,0.25,109,0.813
13.7,37,1253.0,536,157,52.0,43.0,5.0,177,427,97,0.415,97,241,0.402,85,0.876
17.2,34,755.0,345,222,20.0,10.0,89.0,117,257,112,0.455,17,62,0.274,94,0.839
15.3,14,238.0,82,110,14.0,6.0,11.0,29,68,38,0.426,0,1,0.0,24,0.632
16.2,39,630.0,167,72,89.0,35.0,2.0,59,153,40,0.386,20,49,0.408,29,0.725
13.2,33,353.0,149,51,21.0,18.0,10.0,52,119,28,0.437,26,62,0.419,19,0.679
9.2,28,733.0,284,60,60.0,24.0,4.0,97,229,50,0.424,57,137,0.416,33,0.66
11.8,30,794.0,338,269,18.0,26.0,41.0,113,216,134,0.523,16,33,0.485,96,0.716
10.2,33,871.0,328,168,37.0,20.0,17.0,111,256,122,0.434,26,89,0.292,80,0.656
15.3,27,831.0,312,151,27.0,34.0,16.0,113,250,54,0.452,41,132,0.311,45,0.833
15.4,30,258.0,86,48,4.0,6.0,6.0,37,61,18,0.607,2,12,0.167,10,0.556
9.3,32,291.0,61,47,34.0,9.0,1.0,21,48,32,0.438,3,10,0.3,16,0.5
9.6,26,369.0,198,113,13.0,12.0,12.0,70,133,45,0.526,23,44,0.523,35,0.778
11.2,32,888.0,368,83,61.0,30.0,15.0,132,318,65,0.415,56,162,0.346,48,0.738
16.4,35,944.0,425,146,28.0,42.0,15.0,186,299,72,0.622,14,27,0.519,39,0.542
10.0,35,600.0,245,87,37.0,10.0,0.0,91,246,34,0.37,41,134,0.306,22,0.647
13.1,37,1012.0,401,211,57.0,28.0,31.0,135,260,208,0.519,5,21,0.238,126,0.606
7.5,31,905.0,388,107,120.0,40.0,6.0,152,337,64,0.451,36,103,0.35,48,0.75
11.3,35,787.0,260,124,22.0,15.0,21.0,86,224,59,0.384,39,112,0.348,49,0.831
12.4,23,367.0,131,42,19.0,14.0,1.0,46,93,28,0.495,19,43,0.442,20,0.714
14.5,31,979.0,421,224,53.0,27.0,22.0,157,321,132,0.489,18,67,0.269,89,0.674
12.8,32,405.0,105,92,26.0,19.0,19.0,38,118,32,0.322,7,31,0.226,22,0.688
3.5,35,1027.0,504,129,84.0,44.0,2.0,178,441,143,0.404,54,178,0.303,94,0.657
12.2,35,999.0,562,124,143.0,38.0,11.0,188,444,130,0.423,82,232,0.353,104,0.8
15.3,34,1116.0,615,139,148.0,42.0,49.0,205,404,182,0.507,57,144,0.396,148,0.813
5.6,35,971.0,388,172,39.0,31.0,16.0,125,256,103,0.488,59,139,0.424,79,0.767
11.3,34,798.0,282,113,27.0,26.0,6.0,97,252,30,0.385,62,150,0.413,26,0.867
14.8,35,1148.0,597,205,54.0,41.0,34.0,189,422,227,0.448,43,126,0.341,176,0.775
10.7,31,1022.0,518,116,88.0,28.0,13.0,171,413,162,0.414,69,172,0.401,107,0.66
14.5,26,285.0,86,26,8.0,13.0,4.0,32,87,17,0.368,10,41,0.244,12,0.706
9.7,32,814.0,402,189,36.0,26.0,61.0,132,262,189,0.504,12,32,0.375,126,0.667
15.6,33,841.0,254,94,62.0,44.0,17.0,89,204,59,0.436,31,88,0.352,45,0.763
11.2,26,414.0,96,121,21.0,12.0,18.0,33,69,31,0.478,7,23,0.304,23,0.742
12.2,33,917.0,283,221,46.0,30.0,32.0,102,214,112,0.477,11,31,0.355,68,0.607
19.8,23,350.0,164,103,17.0,13.0,32.0,71,107,41,0.664,0,0,0.0,22,0.537
11.1,29,653.0,268,116,29.0,29.0,30.0,95,207,74,0.459,16,50,0.32,62,0.838
22.3,31,801.0,369,253,44.0,21.0,77.0,154,276,100,0.558,2,18,0.111,59,0.59
3.9,33,512.0,161,109,34.0,34.0,13.0,50,109,80,0.459,6,25,0.24,55,0.688
9.0,20,558.0,214,91,44.0,17.0,11.0,76,203,49,0.374,23,79,0.291,39,0.796
26.0,33,990.0,746,293,68.0,70.0,59.0,296,435,203,0.68,24,71,0.338,130,0.64
9.9,32,590.0,139,145,29.0,20.0,19.0,49,99,45,0.495,11,46,0.239,30,0.667
10.3,39,1135.0,492,252,82.0,52.0,34.0,173,356,156,0.486,46,110,0.418,100,0.641
20.4,30,390.0,135,97,10.0,10.0,29.0,48,117,35,0.41,11,50,0.22,28,0.8
15.6,33,1202.0,513,224,174.0,82.0,43.0,174,310,193,0.561,12,54,0.222,153,0.793
12.3,32,1042.0,454,149,175.0,31.0,14.0,166,368,122,0.451,28,92,0.304,94,0.77
22.2,32,1133.0,876,125,279.0,54.0,8.0,261,618,274,0.422,118,328,0.36,236,0.861
17.3,22,416.0,130,96,26.0,4.0,16.0,53,116,32,0.457,1,3,0.333,23,0.719
16.2,36,1025.0,563,236,45.0,49.0,42.0,200,321,216,0.623,0,0,0.0,163,0.755
